,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2/28/2020,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2/29/2020,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
3/1/2020,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0
3/2/2020,0,0,0,1,0,21,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0
3/3/2020,0,0,0,1,0,25,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0
3/4/2020,0,0,0,1,0,35,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,11,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,39,0,0,0
3/5/2020,0,0,0,1,0,51,2,0,0,0,0,3,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,23,1,0,0,0,0,3,0,0,2,0,0,1,3,0,0,0,0,70,0,0,0
3/6/2020,0,0,0,2,0,59,8,0,0,0,0,3,3,0,0,0,0,5,1,0,0,1,0,0,3,6,0,1,0,0,0,1,2,2,2,0,31,2,0,0,0,0,3,2,0,2,0,0,1,4,0,0,0,0,78,0,0,0
3/7/2020,0,0,0,4,0,81,8,0,0,0,0,7,5,0,0,1,0,6,1,0,0,1,0,0,3,6,0,1,0,0,0,1,2,2,4,0,76,2,0,0,0,1,6,2,0,3,2,0,1,8,1,0,0,0,102,0,0,0
3/8/2020,0,0,0,4,0,95,8,0,0,0,0,10,5,0,0,1,0,7,2,0,1,1,0,0,5,22,0,1,0,1,0,1,4,4,5,0,106,2,0,0,0,1,14,6,0,3,2,0,3,11,1,1,0,2,122,0,0,0
3/9/2020,0,0,0,4,0,101,12,0,0,0,0,13,10,0,0,1,0,7,3,3,1,4,0,0,5,22,0,2,0,1,0,3,4,4,5,0,142,2,0,0,0,1,14,7,0,3,3,0,3,13,1,1,0,2,122,0,0,0
3/10/2020,0,0,0,6,0,144,17,1,0,0,0,15,17,0,0,3,0,12,6,8,1,5,0,0,8,41,0,2,0,1,0,3,4,4,15,0,150,7,0,0,3,2,14,12,0,3,7,0,3,16,2,1,0,8,167,0,3,0
3/11/2020,0,0,0,9,0,178,34,3,1,0,0,24,23,0,0,2,0,25,11,13,1,8,5,0,9,92,2,5,0,1,0,5,7,5,23,3,220,7,0,0,4,2,19,16,0,5,10,8,9,21,3,1,0,9,282,0,4,0
3/12/2020,0,0,0,9,0,221,49,5,1,0,0,30,31,0,0,2,0,32,13,14,4,10,19,1,12,107,2,9,1,2,0,10,10,6,29,5,327,15,1,0,5,3,24,22,0,3,7,7,18,27,3,2,0,12,442,0,8,1
3/13/2020,5,1,0,9,9,281,78,11,4,0,0,50,42,0,0,2,1,46,13,17,6,14,29,3,18,123,16,14,6,4,1,14,18,6,49,10,421,17,1,0,12,3,30,41,0,12,8,8,26,44,9,2,0,27,568,0,19,1
3/14/2020,7,1,0,12,12,372,103,23,6,0,0,76,73,0,0,4,2,64,16,17,8,16,77,3,27,138,25,21,6,4,5,18,20,7,69,13,613,25,1,0,26,4,36,47,0,20,19,8,32,60,10,5,0,37,642,0,27,2
3/15/2020,11,1,0,12,3,373,136,24,6,0,0,100,99,0,0,6,4,66,20,18,8,18,87,2,24,138,32,21,6,5,6,17,20,7,72,13,615,32,1,0,30,4,36,47,0,20,19,8,32,63,18,5,0,37,603,0,28,2
3/16/2020,29,1,0,18,3,557,161,41,8,0,22,101,121,20,3,8,4,83,25,23,11,21,115,17,42,187,54,53,12,6,6,18,45,17,176,21,967,39,1,0,50,10,39,79,5,21,30,10,52,85,28,12,1,49,779,0,48,2
3/17/2020,39,3,0,20,3,700,183,68,16,47,22,190,146,21,3,10,8,161,30,23,18,26,196,26,60,217,63,59,21,12,8,23,55,26,250,23,1578,64,3,0,67,17,66,112,5,23,47,11,74,110,39,12,2,67,955,0,73,11
3/18/2020,51,5,0,27,4,828,216,96,19,47,31,306,197,21,5,15,9,272,38,38,22,28,257,35,85,252,119,77,34,18,10,24,55,37,397,28,3038,92,6,0,89,17,75,155,5,33,60,11,100,196,47,13,2,79,1022,1,111,16
3/19/2020,78,8,0,45,62,1005,278,159,30,47,40,432,287,22,12,25,23,422,60,44,35,50,392,52,107,328,259,89,50,39,11,29,95,42,741,35,5704,136,19,0,119,44,88,206,5,44,80,14,154,306,62,22,3,103,1374,2,159,18
3/20/2020,106,11,0,68,100,1243,364,194,39,49,71,564,485,23,14,36,36,585,86,45,48,64,537,56,149,413,402,113,80,73,20,37,161,53,890,42,8403,189,26,0,173,49,114,311,14,54,126,14,223,429,95,29,3,123,1524,8,219,21
3/21/2020,131,13,0,104,122,1405,475,194,45,49,98,763,555,23,15,36,42,753,128,69,57,87,763,70,193,523,540,134,140,81,27,38,161,61,1327,55,11727,256,28,0,247,53,137,399,21,66,174,14,304,582,118,49,6,157,1793,12,282,23
3/22/2020,157,18,0,152,165,1646,595,327,56,49,102,1004,621,30,27,53,42,1049,204,90,65,103,837,89,244,640,1035,167,207,100,34,51,190,73,1914,57,15800,305,28,0,356,67,161,509,23,83,196,21,393,643,162,52,6,220,1997,16,381,26
3/23/2020,196,30,0,235,192,2108,723,415,68,49,120,1227,772,28,29,56,68,1285,270,105,84,123,1172,107,290,777,1329,234,249,187,34,51,245,101,2844,83,20884,353,30,0,443,81,191,698,31,106,298,28,614,758,257,75,7,254,2221,16,425,26
3/24/2020,242,34,0,326,219,2538,912,618,104,49,141,1412,1026,28,32,90,81,1537,368,124,100,162,1388,118,349,1159,1793,261,320,257,51,66,278,101,3675,100,25681,495,36,0,567,106,210,946,39,124,342,30,772,955,298,95,17,293,2328,22,481,29
3/25/2020,381,41,0,401,280,2998,1087,875,119,49,187,1682,1247,28,37,91,91,1865,477,146,134,197,1795,142,425,1838,2296,286,377,354,65,71,323,108,4402,113,30841,590,45,0,704,164,266,1260,51,132,424,41,916,1229,340,125,17,396,2591,39,621,44
3/26/2020,517,56,0,508,335,3899,1430,1012,130,49,231,2357,1525,28,45,95,146,2538,645,179,172,247,2304,155,583,2417,2845,344,485,520,90,74,420,137,6876,113,37877,738,51,0,868,248,316,1795,64,165,424,46,1097,1563,396,158,17,466,3207,52,728,53
3/27/2020,587,58,0,665,381,4657,1738,1291,163,49,271,2900,2000,28,51,106,205,3024,979,235,206,301,2744,168,775,3240,3634,396,579,666,109,82,536,158,8825,136,44876,887,68,0,1137,322,416,2345,79,203,542,58,1318,1937,472,184,19,607,3477,76,926,70
3/28/2020,694,85,0,773,409,5095,2061,1524,214,49,304,3763,2366,103,55,149,234,3491,1233,298,266,380,3315,211,995,4257,4650,441,663,836,129,96,626,187,11124,208,52410,1020,94,0,1406,377,479,2845,100,239,660,68,1511,2455,602,211,22,740,4030,96,1055,82
3/29/2020,825,102,0,919,426,5852,2308,1993,232,49,342,4246,2651,103,56,149,281,4596,1513,336,330,438,3540,253,1239,4955,5488,503,759,915,154,108,920,214,13386,237,59648,1191,98,0,1653,429,548,3432,127,294,774,90,1720,2792,720,235,23,890,4465,113,1164,86
3/30/2020,899,114,0,1157,473,7138,2627,2571,264,49,401,5473,2808,103,58,175,340,5056,1786,424,372,479,4025,275,1413,5752,6498,576,847,1051,171,145,1012,314,16636,237,66663,1313,109,0,1933,481,606,4155,174,408,925,101,1917,3147,798,256,30,1020,4923,145,1230,94
3/31/2020,987,119,0,1289,523,8210,2966,3128,319,49,495,6741,3929,103,69,204,515,5994,2158,497,434,628,5237,303,1660,6620,7615,629,937,1357,198,172,1114,357,18696,315,75833,1535,122,2,2199,568,690,4963,239,488,1083,108,2391,3809,888,293,30,1249,5432,162,1412,109
4/1/2020,1060,132,0,1413,584,9399,3342,3557,368,49,586,6956,4638,103,77,224,566,6980,2564,547,485,632,6424,303,1986,7738,9315,689,1073,1613,208,210,1279,367,22255,327,83948,1675,142,6,2547,721,736,6009,286,566,1293,129,2933,4355,888,321,30,1483,5608,191,1556,130
4/2/2020,1233,143,0,1596,643,10773,3728,3824,393,49,653,9008,5348,103,82,256,776,7695,3038,614,553,770,9149,376,2331,8966,10791,742,1177,1857,241,246,1463,479,25590,373,92506,1977,159,6,2901,881,826,7268,316,645,1554,165,3013,5069,1086,338,30,1706,6389,216,1748,150
4/3/2020,1495,157,0,1769,704,12004,4173,4914,450,49,757,10268,5831,103,84,319,891,8904,3437,699,629,770,10297,432,2758,10402,12744,788,1358,1864,243,279,1514,479,29895,490,102987,2251,173,8,3312,990,899,8570,316,711,1700,187,3067,5734,1248,389,37,2012,6846,237,2012,162
4/4/2020,1614,171,0,2019,743,12837,4565,5276,593,49,902,11537,6160,103,93,351,1022,10357,3953,787,698,917,12496,456,3125,11736,14225,865,1455,2310,265,321,1742,540,34124,506,113833,2486,186,8,3739,1161,899,10444,452,806,1917,212,3322,6567,1428,461,40,2407,7247,282,2030,187
4/5/2020,1765,185,0,2269,837,15034,4950,5675,673,49,1002,12350,6647,103,112,371,1078,11259,4411,869,751,955,13010,470,3617,12500,15718,935,1638,2347,286,364,1855,621,37505,624,123160,2649,207,8,4043,1254,1068,11589,475,922,2049,240,3633,7209,1601,512,42,2640,7825,324,2320,197
4/6/2020,1952,190,0,2460,875,16019,5183,6906,783,49,1097,13324,7314,103,113,387,1101,12262,4956,946,849,955,14867,499,4045,13837,17221,986,1738,2736,299,417,1953,715,41090,686,131815,2962,225,8,4453,1329,1068,13127,513,1082,2232,288,3802,8043,1678,543,43,2878,8311,345,2449,210
4/7/2020,2169,213,0,2575,946,17351,5429,7781,928,49,1211,14545,8822,103,121,410,1170,13553,5510,1046,912,1149,16284,519,4371,15202,18970,1069,1915,3130,319,447,2124,715,44416,794,139875,3299,237,8,4782,1474,1132,14853,573,1229,2417,320,4139,8925,1739,575,43,3335,8692,412,2578,216
4/8/2020,2328,226,0,2726,1000,18897,5655,7781,1116,49,1440,15456,9901,103,121,410,1210,15078,5943,1145,1046,1149,17030,537,5529,16790,20346,1154,2003,3209,332,519,2259,747,47437,821,151061,3499,251,11,5148,1526,1181,16631,620,1450,2417,393,4363,9777,1848,605,45,3645,9276,483,2710,221
4/9/2020,2703,235,0,3018,1119,19710,6202,9784,1209,49,1523,16364,10566,103,128,442,1232,16422,6351,1270,1116,1341,18283,560,6185,18941,21504,1240,2260,3432,354,568,2456,819,51027,865,161779,3736,269,11,5512,1686,1321,18300,683,1727,2793,447,4634,11208,1856,628,45,4042,9639,514,2886,230
4/10/2020,2947,246,0,3112,1171,21081,6513,10538,1326,49,1660,17531,11485,103,130,442,1354,17887,6907,1388,1117,1693,19253,586,6968,20974,22434,1336,2469,3897,365,635,2722,819,54588,1081,172348,3965,278,11,5878,1794,1322,20051,725,1727,3067,536,4891,12105,2103,679,50,4509,10119,574,3068,239
4/11/2020,3217,257,0,3393,1228,21706,6893,11510,1479,49,1778,18494,12159,103,133,465,1396,19180,7435,1510,1275,1693,20014,616,7694,22860,23605,1427,2642,4108,377,699,2702,885,58151,1091,181026,4354,293,11,6250,1868,1371,21719,788,2349,3211,626,5132,13023,2207,711,51,5077,10434,577,3213,261
4/12/2020,3563,272,0,3542,1280,22795,7307,12035,1625,49,1875,19895,12452,103,133,499,1407,20852,7928,1587,1344,1963,20595,633,8225,25475,24244,1621,2781,4269,387,791,2836,929,61850,1245,189033,4570,308,11,6604,1970,1527,22938,897,2665,3320,730,5508,13677,2303,727,51,5274,10609,593,3341,270
4/13/2020,3734,277,0,3705,1410,23931,7696,13381,1758,49,1955,21019,13315,103,133,504,1426,22025,8359,1710,1390,2018,21016,698,8936,26867,25635,1621,2942,4515,394,814,2990,985,64584,1262,195749,4886,331,11,6975,2069,1584,24292,903,2665,3391,868,5610,14275,2363,748,51,5747,10635,611,3428,275
4/14/2020,3953,285,0,3809,1498,25356,7950,13989,1926,49,2058,21628,14578,103,133,511,1464,23248,8527,1899,1441,2048,21518,735,9472,28164,27001,1695,3087,4746,399,897,3134,922,68824,1345,203020,5113,341,11,7285,2184,1633,25465,923,3251,3553,988,5827,15006,2417,752,51,6182,10799,640,3555,282
4/15/2020,4075,293,0,3964,1569,26686,8280,14755,2014,49,2197,22511,14987,103,135,524,1473,24593,8960,1995,1504,2210,21951,770,10032,29918,28059,1809,3360,4791,404,901,3211,1139,71030,1484,214454,5340,365,13,7794,2263,1663,26753,974,3251,3656,1168,5827,15907,2548,759,51,6500,10942,702,3721,287
4/16/2020,4345,300,0,4237,1620,27677,8675,15884,2070,49,2350,23343,15669,103,135,530,1587,25734,9542,2141,1615,2435,22532,796,10784,32181,28809,1809,3624,5174,415,952,3214,1139,75317,1484,223691,5639,393,13,8414,2357,1736,28258,1043,3529,3931,1311,6166,16876,2683,774,51,6889,11057,728,3875,296
4/17/2020,4571,309,0,4511,1695,29157,9047,16809,2317,49,2476,24759,17194,103,136,541,1609,27578,10154,2332,1730,2522,23118,827,11572,34402,30023,2070,3793,5371,422,1066,3524,1287,78467,1597,230597,6045,393,13,9107,2465,1785,29888,1068,4177,4099,1411,6263,17849,2793,779,51,7491,11517,775,4053,305
4/18/2020,4712,314,0,4724,1744,30491,9440,17550,2538,49,2666,25492,17669,103,136,574,1655,29160,10641,2513,1821,2707,23580,847,12326,36372,30791,2209,3974,5579,426,1249,3626,1342,81420,1798,237474,6328,528,14,10222,2465,1844,31652,1118,4491,4248,1542,6589,18704,2917,803,53,8053,11776,785,4199,309
4/19/2020,4888,319,0,4933,1781,31431,9730,17962,2538,49,2793,26314,18301,103,136,580,1668,30357,11211,2902,1905,2960,23928,867,12847,38077,31424,2356,4274,5743,433,1474,3728,1390,85301,1845,243382,6601,585,14,11602,2567,1910,32902,1213,4706,4377,1635,7070,19260,3069,813,53,8542,11978,890,4346,313
4/20/2020,5079,321,0,5068,1973,33686,10112,19815,2745,49,2927,27059,19407,103,136,584,1672,31513,11688,3159,2048,3050,24523,875,13684,38077,32000,2470,4512,5890,433,1648,3830,1447,88722,1971,248416,6895,627,14,12919,2680,1957,33914,1252,5090,4446,1685,7238,19751,3213,816,53,8990,12114,902,4499,317
4/21/2020,5317,329,0,5256,1990,35465,10473,20360,2931,49,3098,27869,19881,103,136,586,1736,33059,12097,3641,2164,3204,24854,888,14193,41199,32667,2567,4716,6066,437,1685,3937,1490,92387,1971,253519,7134,644,14,13725,2807,2004,35249,1298,5500,4439,1755,7394,20574,3297,818,53,9630,12392,908,4625,443
4/22/2020,5593,335,0,5473,2276,37344,10891,22469,3200,49,3206,28309,21214,103,136,592,1766,35107,12438,3748,2331,3378,25258,907,14775,42944,33966,2722,4894,6277,439,1813,4081,1588,95914,2210,258222,7495,679,14,14117,2894,2059,36082,1252,5841,4761,1858,7394,21321,3445,823,54,10266,12596,939,4845,447
4/23/2020,5832,337,0,5772,2599,39561,11278,23100,3308,49,3361,29648,21883,103,139,596,1836,36937,13039,3924,2721,3479,25739,937,15737,46023,35296,2942,5153,6506,442,2202,4208,1670,100025,2379,263460,7820,709,14,14694,3017,2127,38379,1416,6256,4917,1956,8266,22650,3612,825,54,10998,12753,981,5052,453
4/24/2020,6026,339,0,6045,2810,41355,12256,23936,3442,49,3528,30533,22491,103,141,601,1870,39658,13681,4445,2959,3779,26140,965,16616,50969,36666,3185,5434,6788,444,2424,4398,1720,102196,2521,271590,8290,748,14,15169,3121,2177,40208,1276,6699,5070,2040,8728,23642,3782,827,54,11594,12977,1010,5356,473
4/25/2020,6026,339,0,6286,2911,42368,12968,24583,3576,49,3699,30839,23222,103,141,605,1887,41777,14399,5092,3135,3915,26512,965,17766,53348,37074,3446,5718,6935,445,2719,4539,1797,105498,2660,282143,8768,803,14,15587,3194,2253,41153,1307,7129,5253,2147,9189,24153,3948,843,55,12366,13319,1010,5687,491
4/26/2020,6421,340,0,6534,3001,43558,13441,25269,4034,49,3841,31532,23486,103,141,606,1897,43903,15012,5476,3277,4085,26773,1015,18581,54938,37778,3602,5911,7120,448,3030,4734,1864,109038,2726,288045,8997,867,14,15972,3254,2311,42616,1371,7439,5498,2212,9667,24967,4123,851,57,12970,13521,1055,5912,502
